COUNTRY,MA_ID,NAME,LON,LAT,DESIG,LEGAL,DESIG_TYPE,DOMAIN,STATUS,DATE_ESTAB,AREA_R_HA,MARIE_R_H,MGT_PLAN,IUCN_CAT,INTL_CONV,STATE_PROV,ZONES,NO_TAKE,NO_TK_R_HA,MGT_MODEL,MGT_EFF,SOURCE,NOTES,CONSENT,CTMPAS_CAT,VALIDATED,VALIDATED_BY,VALIDATED_ON,HAS_POLY
"Malaysia","2001200","Pulau Payar Marine Park","100.03838100","6.06082700","Marine Park","","National","Marine","Designated","1994-10-20",5491.00,0.00,"Unknown","II","No","Kedah","No","Unknown",0.00,"","Unrated","Coral Triangle Atlas (see notes)","Boundary created by  buffering 2nm from the coastline, attributes obtained from the Marine Parks Authority (2009).","Yes","Category 1","False","","","True"
"Malaysia","2001100","Pulau Kacha Marine Park","100.05035800","6.07146100","Marine Park","","National","Marine","Designated","1994-10-20",4290.00,0.00,"Unknown","II","No","Kedah","No","Unknown",0.00,"","Unrated","Coral Triangle Atlas (see notes)","Boundary created by  buffering 2nm from the coastline, attributes obtained from the Marine Parks Authority (2009).","Yes","Category 1","False","","","False"
"Malaysia","2001000","Pulau Lembu Marine Park","100.05790900","6.07349300","Marine Park","","National","Marine","Designated","1994-10-20",4613.00,0.00,"Unknown","II","No","Kedah","No","Unknown",0.00,"","Unrated","Coral Triangle Atlas (see notes)","Boundary created by  buffering 2nm from the coastline, attributes obtained from the Marine Parks Authority (2009).","Yes","Category 1","False","","","False"
"Malaysia","2000900","Pulau Segantang Marine Park","99.92952400","6.04206300","Marine Park","","National","Marine","Designated","1994-10-20",4419.00,0.00,"Unknown","II","No","Kedah","No","Unknown",0.00,"","Unrated","Coral Triangle Atlas (see notes)","Boundary created by  buffering 2nm from the coastline, attributes obtained from the Marine Parks Authority (2009).","Yes","Category 1","False","","","True"
"Malaysia","2000800","Pulau Kapas Marine Park","103.26784500","5.22583000","Marine Park","","National","Marine","Designated","1994-10-20",2133.00,0.00,"Unknown","II","No","Terengganu","No","Unknown",0.00,"","Unrated","Coral Triangle Atlas (see notes)","Boundary created by  buffering 2nm from the coastline, attributes obtained from the Marine Parks Authority (2009).","Yes","Category 1","False","","","True"
"Malaysia","2000700","Tunku Abdul Rahman State Park","116.01940700","5.99810600","State Park","","National","Marine","Designated","1974-01-01",5000.00,0.00,"Unknown","II","No","Sabah","No","Unknown",0.00,"","Unrated","Sabah Parks","","Yes","Category 1","False","","","True"
"Malaysia","2000600","Pulau Tiga Park Marine Park","115.66324200","5.78057700","Marine Park","","National","Marine-Terrestrial","Designated","1978-01-01",15800.00,0.00,"Unknown","II","No","Sabah","No","Unknown",0.00,"","Unrated","Sabah Parks","","Yes","Category 1","False","","","True"
"Malaysia","2000500","Sipadan Island (Proposed Boundary) Marine Park","118.62931600","4.11077100","Marine Park","","National","Marine-Terrestrial","Designated","2004-01-01",0.00,0.00,"Unknown","Unknown","No","Sabah","No","Unknown",0.00,"","Unrated","Sabah Parks","","Yes","Category 1","False","","","True"
"Malaysia","2000400","Tun Sakaran Marine Park","118.72408500","4.61957900","Marine Park","","National","Marine-Terrestrial","Designated","2004-07-01",35000.00,0.00,"Unknown","Unknown","No","Sabah","No","Unknown",0.00,"","Unrated","Sabah Parks","","Yes","Category 1","False","","","True"
"Malaysia","2000300","Turtle Islands State Park","118.07480600","6.16349100","State Park","","National","Marine-Terrestrial","Designated","1977-01-01",1740.00,0.00,"Unknown","II","No","Sabah","No","Unknown",0.00,"","Unrated","Sabah Parks","","Yes","Category 4","False","","","True"
"Malaysia","2000200","Sugud Islands Marine Conservation Area","117.82581800","6.55595800","Marine Conservation Area","Wildlife Conservation Enactment 1997","National","Marine-Terrestrial","Designated","2001-12-03",46317.00,46317.00,"Yes","II","No","Sabah","No","All",46317.00,"IUCN, Pomeroy et. al.","Established","Reefbase","","Yes","Not CTMPAS","False","","","True"
"Malaysia","2000100","Talang-Satang National Park","109.78169700","1.91100200","National Park","","National","Marine","Designated","1999-11-04",19414.00,0.00,"Unknown","II","No","Sarawak","No","Unknown",0.00,"","Unrated","Coral Triangle Atlas (see notes)","Boundary created by  buffering 2nm from the coastline, attributes obtained from Sarawak Forestry Corporation's website (accessed 2012).","Yes","Category 1","False","","","True"
"Indonesia","1015900","Maluku Tenggara Barat Marine Conservation Area","131.40000000","-7.22100000","Province Marine Conservation Area","Keputusan Bupati Maluku Tenggara Barat nomor: 523-246 Tahun 2016","Local","Marine","Designated","2016-03-31",783806.00,0.00,"Drafted","","","Maluku","","",,"EKKP3K","","","","Point only","Category 1","False","","","False"
"Indonesia","1015700","Halmahera Selatan Conservation Area (Widi Island)","128.51000000","-0.60000000","Province Marine Conservation Area","Keputusan Gubernur Maluku Utara Nomor 251/KPTS/MU/2015","Provincial","Marine","Designated","2015-12-16",7690.00,0.00,"Unknown","","Unknown","","","",,"EKKP3K","Unknown","","","Point only","Category 1","False","","","False"
"Indonesia","1015600","Liang and Ngali Island Marine Conservation Area","117.68000000","-8.52000000","Province Marine Conservation Area","KEPGUB NTB Nomor 523 - 640 Tahun 2018 tanggal 3 Agustus 2018","Local","Marine","Designated","2018-08-03",33461.00,0.00,"Yes","","Unknown","Nusa Tenggara Barat","Yes","",,"EKKP3K","Unknown","","","Yes","Category 1","False","","","False"
"Indonesia","1015500","Taman Pesisir Penyu Lunyuk","117.10000000","-9.09500000","District Marine Conservation Area","Keputusan Bupati Sumbawa Nomor 1212 Tahun 2014","Local","Marine","Designated","2014-12-13",72415.29,0.00,"Unknown","Unknown","Unknown","Nusa Tenggara Barat","","",0.00,"","Unknown","","","Point only","Category 1","False","","","False"
"Indonesia","1015300","Jeen Womon","132.86000000","-0.40900000","Province Marine Conservation Area","MMAF Decree No. 53/KEPMEN-KP/2017","Provincial","Marine","Designated","2017-01-01",32250.86,32250.86,"Yes","Unknown","Unknown","West papua","Yes","Unknown",,"EKKP3K","Strengthened","MMAF and MoF","","Yes","Category 1","False","idnmpa","","False"
"Indonesia","1015200","Nunukan Marine Conservation Area","117.38000000","3.91300000","Province Marine Conservation Area","SK Bupati No No.44 tahun 2007","Provincial","Marine-Terrestrial","Designated","2007-02-02",200.00,0.00,"Unknown","Unknown","","East Kalimantan","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1015100","Sidoarjo Small Island District Marine Conservation Area","112.88349152","-7.57313558","District Marine Conservation Area","KEPGUB JATIM Nomor 188/569/KPTS/013/2018 tanggal 10 Oktober 2018","Local","Marine","Designated","2018-10-10",72.32,0.00,"Yes","Unknown","Unknown","East Java","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1015000","Teluk Kiluan Marine Recreation Park ","105.13000000","-5.79100000","Province Marine Conservation Area","KEPBUP Tanggamus No: B.399/32/11/2014","Provincial","Marine","Designated","2014-11-11",76214.33,0.00,"Yes","Unknown","Unknown","Lampung","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1014900","Pekalongan Mangrove Conservation Area ","109.67400000","-6.86500000","District Marine Conservation Area","Keputusan Walikota pekalongan nomor ; 523/02.A tahun 2013","Local","Marine-Terrestrial","Designated","2014-01-02",0.00,0.00,"Unknown","Unknown","Unknown","Central Java","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1014800","Minahasa Utara Marine Conservation Area","124.97000000","1.46500000","District Marine Conservation Area","KEPGUB SULUT Nomor 407 Tahun 2018 tanggal 15 Oktober 2018","Local","Marine","Unknown","2018-10-15",26524.87,0.00,"Unknown","","Unknown","North Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1014700","Barru (Pulau Pannitiang Coastal and Small Island)  Marine Conservasion Area","119.76000000","-4.56200000","Province Marine Conservation Area","KEPGUB SULSEL 2944/XI/2018 tanggal 8 November 2018","Provincial","Marine","Designated","2018-11-08",605.94,0.00,"Unknown","Unknown","Unknown","South Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1014600","South East Sulawesi (Kota Kendari, Kabupaten Konawe, dan Kab. Konawe Selatan) District marine COnservation Area","122.55000000","-4.01100000","Province Marine Conservation Area","KEPGUB SULTRA 98 Tahun 2016","Provincial","Marine","Designated","2014-06-18",21786.14,0.00,"Drafted","Unknown","Unknown","Southeast Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1014500","Toli-Toli(Libutan Sibitolu) District Marine Conservation Area","120.54473877","0.89846162","Province Marine Conservation Area","Kep. Bupati ToliToli Nomor 201 Tahun 2014","Local","Marine","Designated","2014-06-30",60042.75,0.00,"Drafted","Unknown","Unknown","Central Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1014400","Bangka Selatan (Desa Penutuk kecamatan Lepar) District Marine Conservation","106.45700000","-2.76600000","Province Marine Conservation Area","Kep. Bupati Bangka Selatan No : 188.45/119.4/DKP/2012 tanggal 17 April 2012","Provincial","Marine","Designated","2012-04-17",186.00,0.00,"Unknown","Unknown","Unknown","Bangka Belitung","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1014300","Belitung  Marine Conservation Area","107.71000000","-2.80100000","Province Marine Conservation Area","SK BUP Belitung Nomor 188.45/156.A/Kep/DKP/2014 tanggal 28 Maret 2014","Provincial","Marine","Designated","2014-03-28",662984.00,0.00,"Unknown","Unknown","Unknown","Bangka Belitung","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1014200","Bantul Coastal and Marine Conservation Area","110.25867800","-8.00235000","Province Marine Conservation Area","Nomor 284 Tahun 2014","Provincial","Marine","Designated","2014-04-28",182.00,0.00,"Unknown","Unknown","","DI Yogyakarta","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1014100","Kota Bitung Coast and Small Island Marine Conservation Area","125.24300000","1.45100000","Province Marine Conservation Area","SK WALIKOTA Bitung Nomor 188.45/HKM/SK/121/2014","Provincial","Marine","Unknown","2014-01-01",9647.00,0.00,"Unknown","Unknown","Unknown","North Sulawesi","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013900","Jembrana District Marine Conservation Area","114.63700000","-8.33900000","District Marine Conservation Area","Kep. Bupati NO : 778/DKPK/2013 - 30 desember 2013","Local","Marine","Designated","2013-12-30",3532.52,0.00,"Unknown","Unknown","Unknown","Bali","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013800","Taman pulau Kecil Pulau Panjang (Jepara) Marine Conservation Area","110.62000000","-6.57200000","Province Marine Conservation Area","Kep. Bupati NO : 522.5.2/728/2013 - 27 Desember 2013","Provincial","Marine","Designated","2013-12-27",180.13,0.00,"Unknown","Unknown","Unknown","Central Java","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013700","Pasuruan District Marine Conservation Area","112.93000000","-7.64000000","District Marine Conservation Area","SK Bupati Nomor 523/513/HK/424.013/2012","Local","Marine","Designated","2012-01-01",4073.74,0.00,"Yes","Unknown","Unknown","East Java","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013600","Boalemo Marine Conservation Area","122.26010800","0.43391000","Province Marine Conservation Area","KEPGUB GORONTALO Nomor 141/24/IV/2019","Provincial","Marine","Designated","2013-01-01",0.00,0.00,"Unknown","Unknown","Unknown","Gorontalo","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013500","Morowali Marine Conservation Area","122.38000000","-3.17700000","Province Marine Conservation Area","KEPGUB SULTENG Nomor: 523/635A/Diskanlut-GST/2017 tanggal 27 Desember 2017 ","Local","Marine","Designated","2017-12-27",312289.77,0.00,"Drafted","Unknown","Unknown","Central Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013300","Kota Tidore Kepulauan Marine Conservation Area","127.62200000","0.41900000","Province Marine Conservation Area","SK WAL Tidore Kepulauan Nomor 72.2 Tahun 2012","Provincial","Marine","Designated","2012-01-01",2810.00,0.00,"Unknown","Unknown","Unknown","North Maluku","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013200","Parigi moutong (Teluk Tomini) District Marine Conservation Areas ","120.71228027","0.39074403","Province Marine Conservation Area","KEPGUB SULTENG Nomor: 523/635A/Diskanlut-GST/2017 tanggal 27 Desember 2017 ","Provincial","Marine","Designated","2017-08-14",137766.95,0.00,"Drafted","","","Central Sulawesi","Unknown","Unknown",,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013100","West Bangka (Desa Bakit) District Marine Conservation Area","105.52300000","-1.70800000","Province Marine Conservation Area","Sk BUpati Nomor 188.45/352/2.05.01/2013","Local","Marine","Designated","2013-07-01",2161.70,0.00,"Unknown","Unknown","","Bangka Belitung","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013000","Lombok Barat (Gili Tangkong, Gili Nanggu dan Gili Sudak) District Marine Conservation Areas","116.08000000","-8.68800000","Province Marine Conservation Area","KEPMENKP No. 93/KEPMEN-KP/2018","Provincial","Marine","Designated","2018-01-01",21132.82,0.00,"Yes","Unknown","Unknown","Nusa Tenggara Barat","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012900","Konawe Marine Tourism Park","122.57720947","-3.86114898","Province Marine Conservation Area","KEPGUB SULTRA 725 Tahun 2016 tanggal 30 Desember 2016","Provincial","Marine","Designated","2013-01-25",28340.00,0.00,"Drafted","Unknown","Unknown","Southeast Sulawesi","Unknown","Unknown",,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012800","East Florest Marine Conservation Area","122.95000000","-8.50700000","Province  Marine Conservation Area","KEPGUB NTT No. 116/KEP/HK/2018","Provincial","Marine","Designated","2013-06-03",150000.00,0.00,"Unknown","Unknown","Unknown","Nusa Tenggara Timur","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012700","Lembata Marine Conservation Area","123.64000000","-8.32100000","Province Marine Conservation Area","SK Bupati Nomor 420 Tahun 2012","Provincial","Marine","Designated","2012-10-26",225624.00,0.00,"Drafted","Unknown","Unknown","Nusa Tenggara Timur","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012600","Situbondo Marine Conservation Area","113.82247925","-7.68495286","Province Marine Conservation Area","KEPGUB JATIM Nomor 188/569/KPTS/013/2018 tanggal 10 Oktober 2018","Local","Marine","Designated","2018-10-10",123.18,0.00,"Yes","Unknown","Unknown","East Java","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012500","Bungo  Marine Conservation Areas","101.00000000","-1.67000000","Province Marine Conservation Area","Nomor 53 Tahun 2013 Nomor 54 Tahun 2013 Nomor 55 Tahun 2013 Nomor 56 Tahun 2013","Local","Terrestrial","Designated","2013-02-11",2.27,0.00,"Unknown","Unknown","Unknown","Jambi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012400","Kolaka Marine Conservation Area","121.43919400","-4.26850000","Province Marine Conservation Area","SK Bupati No 200 Tahun 2013","Provincial","Marine","Designated","2013-01-01",60400.00,0.00,"Unknown","Unknown","Unknown","Southeast Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012300","Halmahera Tengah Canctuary small island ","127.94000000","0.57800000","Province Marine Conservation Area","SK Bupati Nomor  523/KEP/288/2013","Provincial","Marine","Designated","2013-07-24",192.00,0.00,"Yes","Unknown","","North Maluku","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1012100","Polewali Mandar Marine Conservation Area","119.38000000","-3.42100000","Province Marine Conservation Area","KEPGUB SULBAR 188.4/557/Sulbar/X/2016 Tanggal 4 Oktober 2016","Provincial","Marine","Designated","2016-10-04",33880.00,0.00,"Unknown","Unknown","Unknown","West Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012000","Gunung Kidul Marine Conservation Area","110.80000000","-8.18400000","Province Marine Conservation Area","SK BUP Gunungkidul Nomor 271 Tahun 2013","Provincial","Marine","Designated","2013-09-02",3388.46,0.00,"Drafted","","Unknown","DI Yogyakarta","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011900","Agam Marine Conservation Area","99.88976000","-0.44666900","Province Marine Conservation Area","KEPGUB SUMBAR 523-6-150-2017 tanggal 7 Februari 2017","Provincial","Marine","Designated","2017-02-07",12000.00,0.00,"Unknown","","","West Sumatra","Unknown","",,"EKKP3K","","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011700","Sungai Batang Pelangai Marine Conservation Area","100.50000000","-1.20500000","District Marine Conservation Area","SK Bupati No Nomor 523/465/Kpts/BPT-PS/2011","Local","Marine","Designated","2011-01-01",0.00,0.00,"Unknown","Unknown","Unknown","West Sumatera","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011600","Maluku Tenggara Marine Conservation Area","131.48000000","-7.58900000","Province Marine Conservation Area","KEPMENKP No. 6/KEPMEN-KP/2016","Provincial","Marine","Designated","2016-01-01",150000.00,0.00,"Yes","Unknown","Unknown","Maluku","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011400","Morotai Marine Conservationa Area","128.19000000","2.07600000","Province Marine Conservation Area","KEPGUB MALUT 361/KPTS/MU/2018 tanggal 27 Desember 2018","Provincial","Marine","Designated","2012-01-01",65520.75,0.00,"Unknown","Unknown","Unknown","North Maluku","Unknown","Unknown",,"EKKP3K","Unknown","","","Yes","Category 1","False","","","False"
"Indonesia","1011300","Majene Marine Conservationa Area","118.99000000","-3.55000000","Province Marine Conservation Area","KEPGUB SULBAR 188.4/559/sulbar/X/2016 Tanggal 4 Oktober 2016","Provincial","Marine","Unknown","2016-10-04",49000.00,0.00,"Unknown","Unknown","","West Sulawesi","","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011200","Kepulauan Guraici Marine Conservation Area ","127.53000000","1.50800000","Province Marine Conservation Area","SK BUP Halmahera Selatan Nomor 99 Tahun 2012","Local","Marine","Designated","2012-01-01",6386.46,0.00,"Yes","","Unknown","North Maluku","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1011000","East Belitung District Marine Conservation Areas","108.52000000","-2.54800000","District Marine Conservation Area","KEPMENKP No. 52/KEPMEN-KP/2017","Provincial","Marine","Designated","2017-01-01",0.00,124320.70,"Yes","Unknown","Unknown","Bangka Belitung","Yes","Unknown",,"EKKP3K","Strengthened","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1010900","West Sebatik Marine Conservation Area","117.26000000","3.78000000","Province Marine Conservation Area","Nomor 188.45/40/II/2012","Provincial","Marine","Unknown","2012-01-01",74.00,0.00,"Unknown","","Unknown","East Kalimatan","Unknown","Unknown",,"EKKP3K","Unknown","MPA","","Yes","Category 1","False","","","False"
"Indonesia","1010800","Bombana Marine Conservation Area","121.87133789","-4.92531922","District Marine Conservation Area","Keputusan Bupati Bombana No. 384 Tahun 2011","Local","Marine","Designated","2011-03-01",19176.98,0.00,"Unknown","Unknown","Unknown","Southeast Sulawesi","Unknown","Unknown",,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1010600","Kota Padang Marince Conservation Area  ","100.34225464","-1.08602505","Province Marine Conservation Area","KEPGUB SUMBAR 523-6-150-2017 tanggal 7 Februari 2017","Provincial","Marine","Unknown","2017-02-07",2274.96,0.00,"Drafted","Unknown","Unknown","West Sumatra","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1010500","Buleleng District Marine Conservation Area","115.19000000","-8.17800000","Province Marine Conservation Area","Keputusan Bupati Buleleng No. 523/630/HK/2011","Provincial","Marine","Designated","2011-01-01",14041.13,0.00,"Drafted","Unknown","Unknown","Bali","Unknown","",,"","","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1010400","Tanah Bumbu Marine Conservation Area ","115.61189400","-3.78701600","Province Marine Conservation Area","KEPGUB KALSEL 188.44/0713/KUM/2018 tanggal 27 Desember 2018","Provincial","Marine","Designated","2018-12-27",18751.68,0.00,"Drafted","","Unknown","South Kalimantan","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1010300","Kota Bontang Marine Conservation Area","117.55353400","0.09245700","Province Marine Conservation Area","Keputusan Walikota Bontang No 112 Tahun 2011","Provincial","Marine","Designated","2011-03-25",5121.38,0.00,"Yes","Unknown","Unknown","East Kalimantan","Yes","Unknown",,"EKKP3K","Strengthened","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1010100","Mukomuko Marine Conservation Areas ","101.37692300","-2.94034400","Provinve Marine Conservation Area","Peraturan Daerah Kab Mukomuko No. 4 Tahun 2010","Local","Marine","Designated","2010-01-01",0.00,0.00,"Unknown","Unknown","Unknown","Bengkulu","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1010000","North Luwu Marine Conservation Area ","120.31000000","-2.80000000","Province Marine Conservation Area","Keputusan Luwu Utara No. 287 Tahun 2010","Local","Marine","Designated","2010-11-23",0.00,0.00,"Unknown","","Unknown","South Sulawesi","Unknown","Unknown",,"","Unknown","MMAF","","Point only","Category 1","False","","","False"
"Indonesia","1009900","Sikka Marine Conservation Area","122.11710200","-8.51655100","Province Marine Conservation Area","Keputusan Bupati Sikka No. 260 /HK/ 2010","Provincial","Marine","Designated","2010-11-18",42250.00,0.00,"Yes","Unknown","Unknown","East Nusa Tenggara","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1009800","Minahasa Selatan Marine Conservation","124.40000000","1.26000000","Province Marine Conservation Area","Keputusan Bupati Minahasa Selatan Nomor : 130 Tahun 2007","Local","Marine","Designated","2007-05-25",26000.00,0.00,"Unknown","Unknown","Unknown","North Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Point only","Category 1","False","","","False"
"Indonesia","1009700","Karang Jeruk Marine Conservastion Area","109.13000000","-6.83000000","Province Marine Conservation Area","Keputusan Bupati Tegal Nomor: 523/448/2010","Provincial","Marine","Designated","2010-09-02",53460.00,0.00,"Drafted","Unknown","Unknown","Central Java","Unknown","",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1009600","Bengkalis Terubuk Fish sanctuary ","102.90000000","1.40200000","District Marine Conservation Area","Kepmen KP. 59 Tahun 2011","Provincial","Marine","Designated","2011-10-12",40741.80,0.00,"Unknown","Unknown","No","Riau","No","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1009400","Pandeglang Marine Conservation Area","105.59380400","-6.55506300","Province Marine Conservation Area","Pandeglang Nomor : 660/Kep.369 - Huk/2007","Provincial","Marine","Designated","2007-09-26",7391.00,0.00,"Yes","Unknown","No","Banten","No","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1009300","Aceh Besar Marine Conservation Area","95.18000000","5.34000000","Province Marine Conservation Area","KEPGUB ACEH Nomor 523/1297/2018 tanggal 26 November 2018","Provincial","Marine","Designated","2018-11-26",29615.63,0.00,"Yes","Unknown","Unknown","Aceh","No","Unknown",,"","Unknown","MMAF","","Point only","Category 1","False","","","False"
"Indonesia","1009200","Aceh Jaya Marine Conservastion Area","95.57000000","4.64000000","Province Marine Conservation Area","KEPGUB ACEH Nomor 523/1297/2018 tanggal 26 November 2018","Provincial","Marine","Designated","2018-11-26",50041.43,0.00,"Drafted","Unknown","Unknown","Aceh","Unknown","Unknown",,"EKKP3K","Established","MMAF","","Point only","Category 1","False","","","False"
"Indonesia","1009100","Seram Bagian Timur Marine Conservation Area","131.13333300","-3.91944400","Province Marine Conservation Area","KEPGUB MALUKU 75.a Tahun 2018 tanggal 19 Maret 2018","Provincial","Marine","Designated","2018-03-19",9901.00,0.00,"No","Unknown","No","Maluku","No","All",,"Unknown","Unknown","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1009000","Maluku Tenggara","132.53861100","-5.88446800","Province Marine Conservation Area","KEPMENKP No. 6/KEPMEN-KP/2016","Provincial","Marine","Designated","2016-01-01",150000.00,0.00,"Yes","Unknown","No","Maluku","Yes","Unknown",0.00,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1008500","Popaya Marine Protected Area","122.40417480","0.39074386","Province Marine Conservation Area","KEPGUB GORONTALO Nomor 141/24/IV/2019","Local","Marine","Designated","2019-01-01",1266.67,0.00,"No","Ia","No","Gorontalo","No","Unknown",0.00,"Unknown","Unknown","WDPA","","Yes","Category 1","False","","","True"
"Indonesia","1008300"," Lingga District Marine Conservation Area","104.66553800","-0.10845200","Province Marine Conservation Area","280/KPTS/X/2014 tanggal 3 Oktober 2014","Provincial","Marine","Designated","2014-10-03",385467.50,0.00,"Yes","VI","No","Riau","Yes","Unknown",0.00,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1008200","Kota Sabang District Marine Conservation Area","95.35646900","5.86550300","Province Marine Conservation Area","KEPMENKP No. 57/KEPMEN-KP/2013","Provincial","Marine","Designated","2013-01-01",3207.98,0.00,"Yes","V","No","Nanggroe Aceh Darussalam","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF","","Yes","Category 2","False","","","True"
"Indonesia","1008100","Enggano Marine Conservation Area","102.43400000","-5.49099900","Province Marine Conservation Area","PERBUP No Tahun 2010 Perubahan SK No 175 Tahun 2014","Local","Marine","Designated","2010-01-01",37167.39,0.00,"Drafted","VI","No","Bengkulu","Yes","Unknown",0.00,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1008000","Lombok Tengah","116.27352300","-8.92062100","Province Marine Conservation Area","KEPGUB NTB Nomor 523 - 640 Tahun 2018 ","Local","Marine","Designated","2018-10-03",6310.00,0.00,"Yes","VI","No","East Nusa Tenggara","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF","","Yes","Category 2","False","","","True"
"Indonesia","1007900","Kab Sumbawa (P. Keramat, P. Bedil, P. Temudong) Marine Conservation Area","117.06925800","-8.38219900","Province Marine Conservation Area","KEPGUB NTB Nomor 523 - 640 Tahun 2018 tanggal 3 Agustus 2018","Provincial","Marine","Designated","2018-08-03",2000.00,0.00,"Yes","VI","No","West Nusa Tenggara","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF","","Yes","Category 2","False","","","True"
